Product Name,Original Price,Discounted Price,Discount Percentage,Customer Rating (out of 5),Number of Reviews,Product URL,Category
"Pear Light Electric Kettle 2 Litres - Green,Blue,Pink,White","UGX 78,000","UGX 39,800",49%,4.0,1.0,https://www.jumia.ug/generic-pear-light-electric-kettle-2-litres-greenbluepinkwhite-97026709.html,kettles
"Dry Flat Iron & 2L Electric Kettle Percolator - Silver ,Green","UGX 158,000","UGX 79,900",49%,3.5,2.0,https://www.jumia.ug/generic-dry-flat-iron-2l-electric-kettle-percolator-silver-green-142955882.html,kettles
Saachi 5 Litres Electric Kettle – Silver,"UGX 130,000","UGX 125,000",4%,4.5,2.0,https://www.jumia.ug/saachi-5-litres-electric-kettle-silver-217428607.html,kettles
"Simbaland  Electric Fast Cooking Kettle/ Percolator 1.8L- Silver,","UGX 80,000","UGX 55,000",31%,4.3,7.0,https://www.jumia.ug/simbaland-electric-fast-cooking-kettle-percolator-1.8l-silver-97667434.html,kettles
"Hoffmans 2L Glass Electric Kettle With LED Blue Light- Silver , Black.","UGX 65,000","UGX 48,900",25%,,25.0,https://www.jumia.ug/hoffmans-2l-glass-electric-kettle-with-led-blue-light-silver-black.-169871842.html,kettles
Digiwave DWSK-1031 5.0Litre Electric Kettle With Foldable Handle - Silver,"UGX 140,000","UGX 89,900",36%,4.2,29.0,https://www.jumia.ug/digiwave-dwsk-1031-5.0litre-electric-kettle-with-foldable-handle-silver-157864682.html,kettles
Scarlett Parcolator 2ltr - Silver,,"UGX 50,000",,3.6,18.0,https://www.jumia.ug/scarlett-parcolator-2ltr-silver-8218482.html,kettles
Hoffmans 2.5L Electric Milk Boiling/ Cooking Pacolator/Kettle -Black Cream,"UGX 70,000","UGX 43,000",39%,5.0,1.0,https://www.jumia.ug/hoffmans-2.5l-electric-milk-boiling-cooking-pacolatorkettle-black-cream-250191547.html,kettles
Whistling Kettle,"UGX 70,000 - UGX 100,000","UGX 48,000 - UGX 75,000",31%,5.0,1.0,https://www.jumia.ug/generic-whistling-kettle-250191941.html,kettles
Hoffmans 2.5L Electric Milk Boiling/ Cooking Pacolator/Kettle -Black Cream,"UGX 80,000","UGX 55,000",31%,,,https://www.jumia.ug/hoffmans-2.5l-electric-milk-boiling-cooking-pacolatorkettle-black-cream-253367325.html,kettles
Hoffmans 2.5L Electric Milk Boiling/ Cooking Pacolator/Kettle -Black Cream,"UGX 100,000","UGX 65,000",35%,,,https://www.jumia.ug/hoffmans-2.5l-electric-milk-boiling-cooking-pacolatorkettle-black-cream-253343826.html,kettles
Marado Electric Kettle Percolator,"UGX 80,000","UGX 45,000",44%,,,https://www.jumia.ug/marado-electric-kettle-percolator-246256723.html,kettles
"Original 2L Electric Kettle,Steam Flat Iron, & Power King 6 Way - Silver","UGX 180,000","UGX 65,200",64%,,,https://www.jumia.ug/generic-original-2l-electric-kettlesteam-flat-iron-power-king-6-way-silver-141109275.html,kettles
"Original 2L Electric Kettle, Flat Iron & Single Coil Hotplate Plus A Free 4 Way Extension- Silver","UGX 205,000","UGX 98,000",52%,3.6,25.0,https://www.jumia.ug/generic-original-2l-electric-kettle-flat-iron-single-coil-hotplate-plus-a-free-4-way-extension-silver-97188531.html,kettles
3Pin Plug  Electric Kettle 2 Litres - Silver,"UGX 35,000","UGX 25,000",29%,3.9,37.0,https://www.jumia.ug/generic-3pin-plug-electric-kettle-2-litres-silver-31936187.html,kettles
Scarlett Stainless Cordless Electric Percolator Kettle 2Litres - Silver,"UGX 74,000","UGX 37,000",50%,,,https://www.jumia.ug/stainless-cordless-electric-percolator-kettle-2litres-silver-scarlett-mpg760468.html,kettles
Saachi Electric Kettle For Boiling Water And Milk Of 1.8Liters-White,"UGX 180,000","UGX 80,000",56%,,,https://www.jumia.ug/electric-kettle-for-boiling-water-and-milk-of-1.8liters-white-saachi-mpg6085587.html,kettles
"1.7L Electric Tea Kettle Double Wall Design, BPA-Free Glass Hot Water Kettle Auto Keep Warm & LED Indicator, Boil-Dry Protection Designs Vary-Multicolour","UGX 105,000","UGX 99,000",6%,,,https://www.jumia.ug/generic-1.7l-electric-tea-kettle-double-wall-design-bpa-free-glass-hot-water-kettle-auto-keep-warm-led-indicator-boil-dry-protection-designs-vary-multicolour-215033931.html,kettles
Saachi Electric Heat Kettle 1.8 Litres Thermos Cup 0.5ltrs-Silver,"UGX 80,000","UGX 65,000",19%,5.0,1.0,https://www.jumia.ug/saachi-electric-heat-kettle-1.8-litres-thermos-cup-0.5ltrs-silver-4987425.html,kettles
Simbaland Original 5L Extra Large Fast Heating Cordless Stainless Steel Kettle - Silver,,"UGX 170,000",,,,https://www.jumia.ug/simbaland-original-5l-extra-large-fast-heating-cordless-stainless-steel-kettle-silver-100451529.html,kettles
Hoffmans Pack Of Original 2.5Ltrs Electric Tea Kettle For Boiling Water Stainless Steel Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection Plus A Flat Iron With Non Stick Coating Soleplate And A FREE 4Way Extension Cable- Multicolor,"UGX 200,000","UGX 92,000",54%,4.8,4.0,https://www.jumia.ug/hoffmans-pack-of-original-2.5ltrs-electric-tea-kettle-for-boiling-water-stainless-steel-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-plus-a-flat-iron-with-non-stick-coating-soleplate-and-a-free-4way-extension-cable-multicolor-160954586.html,kettles
"Scarlett Automatic Electric Kettle 2L-Silver,Black","UGX 27,000","UGX 22,500",17%,3.9,79.0,https://www.jumia.ug/automatic-electric-kettle-2l-silverblack-scarlett-mpg210519.html,kettles
Glass Water Heater 2.2L Parcolator,"UGX 100,000","UGX 83,000",17%,,,https://www.jumia.ug/generic-glass-water-heater-2.2l-parcolator-250524226.html,kettles
"Scarlett Electric Percolator, 2 Litres  - Silver,Black","UGX 34,992","UGX 29,000",17%,4.8,4.0,https://www.jumia.ug/electric-percolator-2-litres-silverblack-scarlett-mpg278214.html,kettles
Electric Water Boiling Kettle Parcolator Heater 2.0 Litre - Silver.......,"UGX 55,000","UGX 53,000",4%,4.0,6.0,https://www.jumia.ug/electric-water-kettle-parcolator-boiling-1.8litre-silver-geepas-mpg759019.html,kettles
"Pack Of Original 2L Glass Electric Kettle With LED Blue Light And A Non Stick Steam Flat Iron Plus A Free  Fridge Guard Protection- Silver , Black","UGX 200,000","UGX 96,000",52%,,,https://www.jumia.ug/generic-pack-of-original-2l-glass-electric-kettle-with-led-blue-light-and-a-non-stick-steam-flat-iron-plus-a-free-fridge-guard-protection-silver-black-144715926.html,kettles
Hoffmans 2.5L Electric Tea Kettle Fast Boiling Auto Shut-off And Boil Dry Protection Electric Kettle Pacolator,"UGX 70,000","UGX 50,000",29%,,,https://www.jumia.ug/hoffmans-2.5l-electric-tea-kettle-fast-boiling-auto-shut-off-and-boil-dry-protection-electric-kettle-pacolator-252576281.html,kettles
"Hoffmans 2.2L  Glass Electric Kettle With LED Blue Light- Silver , Black","UGX 85,000","UGX 60,000",29%,,,https://www.jumia.ug/generic-hoffmans-2.2l-glass-electric-kettle-with-led-blue-light-silver-black-215802549.html,kettles
Master 2.4 Liters Fast Electric Kettle For Boiling Water-Silver,,"UGX 81,000",,4.7,3.0,https://www.jumia.ug/master-2.4-liters-fast-electric-kettle-for-boiling-water-silver-55126935.html,kettles
Hoffmans Original 2.5Ltrs Electric Tea Kettle For Boiling Water Stainless Steel Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection Plus A Flat Iron With Non Stick Coating Soleplate - Multicolor,"UGX 200,000","UGX 85,000",58%,3.7,17.0,https://www.jumia.ug/hoffmans-original-2.5ltrs-electric-tea-kettle-for-boiling-water-stainless-steel-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-plus-a-flat-iron-with-non-stick-coating-soleplate-multicolor-158397680.html,kettles
Newal NWL-2685 Stainless Steel Kettle 1.7Litres - Inox(1 YR WRTY),"UGX 80,000","UGX 45,000",44%,4.2,45.0,https://www.jumia.ug/nwl-2685-stainless-steel-kettle-1.7litres-inox-newal-mpg62074.html,kettles
1.1L Heat Resistant Glass Kettle - Clear,"UGX 60,000","UGX 50,000",17%,,,https://www.jumia.ug/generic-1.1l-heat-resistant-glass-kettle-clear-241573723.html,kettles
Pearllight Pearlight Electric Kettle 2 Litres - Color May Vary,"UGX 70,000","UGX 37,000",47%,5.0,2.0,https://www.jumia.ug/pearllight-pearlight-electric-kettle-2-litres-color-may-vary-218620702.html,kettles
Saachi Electric Kettle - 5litres - Silver,"UGX 150,000","UGX 137,000",9%,4.5,32.0,https://www.jumia.ug/electric-kettle-5l-silver-saachi-mpg1052827.html,kettles
"Stainless Steel Whistling Kettle, 5L -Siver.","UGX 80,000","UGX 60,000",25%,4.7,3.0,https://www.jumia.ug/stainless-steel-whistling-kettle-5l-siver.-generic-mpg67978.html,kettles
Non Electric Whistling 4ltr Kettle - Silver,"UGX 100,000","UGX 41,500",59%,4.0,25.0,https://www.jumia.ug/non-electric-whistling-4ltr-kettle-silver-generic-mpg70747.html,kettles
5 Liters Fast Boiling Electric Kettle - Multicolor,"UGX 120,000","UGX 105,000",13%,,,https://www.jumia.ug/generic-5-liters-fast-boiling-electric-kettle-multicolor-244099237.html,kettles
Suntai 2.0L Plastic Kettle Percolator - Blue,"UGX 65,003","UGX 47,000",28%,5.0,1.0,https://www.jumia.ug/generic-suntai-2.0l-plastic-kettle-percolator-blue-23018433.html,kettles
"Scarlett Flat Iron & Electric Kettle Percolator 2 Liters Plus A Free 4 Way Extension - Silver, White","UGX 150,000","UGX 68,000",55%,3.0,2.0,https://www.jumia.ug/generic-scarlett-flat-iron-electric-kettle-percolator-2-liters-plus-a-free-4-way-extension-silver-white-223602147.html,kettles
"Original Single Coil Hotplate, 2L Electric Kettle & Flat Iron Plus A Free TV Guard - Silver","UGX 220,000","UGX 94,300",57%,3.0,1.0,https://www.jumia.ug/original-single-coil-hotplate-2l-electric-kettle-flat-iron-plus-a-free-tv-guard-silver-generic-mpg405426.html,kettles
RAF 2L Double Layer Cordless Electric Kettle WWth Auto Shut-Off & Removable Mesh Flask Pacolater -Black,"UGX 120,000","UGX 85,000",29%,,,https://www.jumia.ug/raf-2l-double-layer-cordless-electric-kettle-wwth-auto-shut-off-removable-mesh-flask-pacolater-black-251700586.html,kettles
Hoffmans 6L Electric Fast Boiling With Auto Turn - Off Kettle 2000W,"UGX 120,000","UGX 100,000",17%,,,https://www.jumia.ug/6l-electric-fast-boiling-with-auto-turn-off-kettle-2000w-hoffmans-mpg5349518.html,kettles
Electric Kettle 5 Litres - Silver,"UGX 200,000","UGX 88,000",56%,3.9,12.0,https://www.jumia.ug/electric-kettle-5-litres-silver-generic-mpg701568.html,kettles
Hoffmans 2.5L Electric Milk Boiling/ Cooking Pacolator/Kettle -Multcolour,"UGX 70,000","UGX 48,000",31%,,,https://www.jumia.ug/2.5l-electric-milk-boiling-cooking-pacolatorkettle-multcolour-hoffmans-mpg5965757.html,kettles
"Marado 2.3L Electric Heat Kettle Blue, Pink","UGX 80,000","UGX 37,050",54%,3.7,25.0,https://www.jumia.ug/2.3l-electric-heat-kettle-blue-pink-marado-mpg592967.html,kettles
5.0L Stainless Steel Electric Kettle Cerek Jag Pot Teapot Hot Water Boiler LED In,"UGX 125,000","UGX 84,000",33%,,,https://www.jumia.ug/5.0l-stainless-steel-electric-kettle-cerek-jag-pot-teapot-hot-water-boiler-led-in-generic-mpg6083747.html,kettles
Non Electric Stainless Steel Whistling Kettle Of 3 Liters With Handle Makes Noise When Tea Is Ready-Multicoour,"UGX 115,000","UGX 85,000",26%,4.8,4.0,https://www.jumia.ug/generic-non-electric-stainless-steel-whistling-kettle-of-3-liters-with-handle-makes-noise-when-tea-is-ready-multicoour-215943288.html,kettles
Hoffmans Electric Glass Kettle Hoffmans 2.2L HM-2515,"UGX 100,000","UGX 50,000",50%,,,https://www.jumia.ug/hoffmans-electric-glass-kettle-hoffmans-2.2l-hm-2515-252576403.html,kettles
Saachi Fast Boiling Electric Kettle With A Borosilicate Glass Body-Multicolour,"UGX 95,000","UGX 90,000",5%,4.7,3.0,https://www.jumia.ug/fast-boiling-electric-kettle-with-a-borosilicate-glass-body-multicolour-saachi-mpg1023166.html,kettles
RAF Electric Kettle With Turkish Teapot European Standard Tea Art Set 1.8L+0.6L Thermal Insulation Electric Kettle Tea Art Set Tray Glass Tech Teapot - Multicolor,"UGX 180,000","UGX 123,000",32%,,,https://www.jumia.ug/raf-electric-kettle-with-turkish-teapot-european-standard-tea-art-set-1.8l0.6l-thermal-insulation-electric-kettle-tea-art-set-tray-glass-tech-teapot-multicolor-251700120.html,kettles
Hoffmans 2.5 Liters Large Electric Percolator With Stainless Steel Material For Boiling Water Fast-Multicolour,"UGX 75,000","UGX 69,900",7%,4.5,2.0,https://www.jumia.ug/hoffmans-2.5-liters-large-electric-percolator-with-stainless-steel-material-for-boiling-water-fast-multicolour-213175918.html,kettles
"Electric Kettle 2 Litres & 6 Way Power King Extension Cable - Silver, White","UGX 120,002","UGX 39,000",68%,,,https://www.jumia.ug/generic-electric-kettle-2-litres-6-way-power-king-extension-cable-silver-white-32559469.html,kettles
"Hoffmans 2L Glass Electric Kettle With LED Blue Light- Silver , Black","UGX 70,000","UGX 40,000",43%,3.0,1.0,https://www.jumia.ug/2l-glass-electric-kettle-with-led-blue-light-silver-black-hoffmans-mpg5138451.html,kettles
Pacorater / 2L Electric Kettle / Water Boiler - Multi-color,"UGX 60,000","UGX 33,000",45%,,,https://www.jumia.ug/generic-pacorater-2l-electric-kettle-water-boiler-multi-color-231181917.html,kettles
"Bundle Of Flat Iron, Kettle, 6Way Extension + Free Spoons - Silver","UGX 99,995","UGX 84,000",16%,3.2,5.0,https://www.jumia.ug/generic-bundle-of-flat-iron-kettle-6way-extension-free-spoons-silver-36455891.html,kettles
Hoffmans Pack Of Original 2.5Ltrs Electric Tea Kettle For Boiling Water Stainless Steel Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection Plus A Flat Iron With Non Stick Coating Soleplate And A 6Way Extension Cable- Multicolor,"UGX 300,000","UGX 95,000",68%,4.0,6.0,https://www.jumia.ug/hoffmans-pack-of-original-2.5ltrs-electric-tea-kettle-for-boiling-water-stainless-steel-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-plus-a-flat-iron-with-non-stick-coating-soleplate-and-a-6way-extension-cable-multicolor-159188981.html,kettles
Marado  Electric Heat Kettle 2 Ltrs - Red,"UGX 70,000","UGX 60,000",14%,,,https://www.jumia.ug/electric-heat-kettle-2-ltrs-red-marado-mpg6216672.html,kettles
Whistling Kettle Very Strong and Heavy 6L,"UGX 100,000","UGX 75,000",25%,,,https://www.jumia.ug/generic-whistling-kettle-very-strong-and-heavy-6l-234872364.html,kettles
2.5 Liters Thermal Electric Kettle For Boiling Water First Thick Body Keeps It Warm For Long Hours-Multicolours,"UGX 68,000","UGX 65,000",4%,1.0,1.0,https://www.jumia.ug/generic-2.5-liters-thermal-electric-kettle-for-boiling-water-first-thick-body-keeps-it-warm-for-long-hours-multicolours-238611638.html,kettles
Scarlet Electric Kettle Plus Free Iron Box,"UGX 70,000","UGX 68,000",3%,5.0,1.0,https://www.jumia.ug/scarlet-electric-kettle-plus-free-iron-box-115869864.html,kettles
"A Set Of Dry Flat Iron & 2L Electric Kettle Percolator - Silver, Green, Pink, Blue, White","UGX 100,000","UGX 65,000",35%,4.0,1.0,https://www.jumia.ug/generic-a-set-of-dry-flat-iron-2l-electric-kettle-percolator-silver-green-pink-blue-white-218403014.html,kettles
Hoffmans 2.5Litres Electric Tea Kettles for Boiling Water Stainless Steel Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection -,"UGX 120,000","UGX 37,000",69%,,,https://www.jumia.ug/2.5litres-electric-tea-kettles-for-boiling-water-stainless-steel-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-hoffmans-mpg6077201.html,kettles
Saachi Electric Water Boiler - 15 Litre,"UGX 370,800","UGX 315,000",15%,3.7,3.0,https://www.jumia.ug/electric-water-boiler-15-litre-saachi-mpg67683.html,kettles
Scarlet Electric Pacolater Heat Kettle Steel 2L - Silver,"UGX 50,000","UGX 45,000",10%,3.9,8.0,https://www.jumia.ug/scarlet-electric-pacolater-heat-kettle-steel-2l-silver-207746451.html,kettles
Winningstar Glass LED pacolator/Kettle 1.8 Liters Silver,"UGX 95,000","UGX 65,000",32%,5.0,1.0,https://www.jumia.ug/winningstar-glass-led-pacolatorkettle-1.8-liters-silver-203793834.html,kettles
"Power Crest 2.5 L Electric Milk Boiling/ Cooking Kettle Plus A Free 4 Way Extension Cable -Black , Cream","UGX 106,000","UGX 53,000",50%,,,https://www.jumia.ug/generic-power-crest-2.5-l-electric-milk-boiling-cooking-kettle-plus-a-free-4-way-extension-cable-black-cream-251700836.html,kettles
5LitresHigh Performance  Electric Kettle-Silver,"UGX 150,000","UGX 110,000",27%,3.6,7.0,https://www.jumia.ug/generic-5litreshigh-performance-electric-kettle-silver-37685234.html,kettles
Hoffmans Pack Of Original 2.5Ltrs Electric Tea Kettle For Boiling Water Stainless Steel Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection Plus A Single Solid Electric Hotplate 1000W - Multicolor,"UGX 300,000","UGX 80,000",73%,3.5,2.0,https://www.jumia.ug/hoffmans-pack-of-original-2.5ltrs-electric-tea-kettle-for-boiling-water-stainless-steel-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-plus-a-single-solid-electric-hotplate-1000w-multicolor-160954571.html,kettles
"Scarlett Electric Kettle 2 Litres & 6 Way Power King Extension Cable - Silver, White","UGX 80,000","UGX 43,000",46%,,7.0,https://www.jumia.ug/scarlett-electric-kettle-2-litres-6-way-power-king-extension-cable-silver-white-89912021.html,kettles
Hoffer 4.3 Litre Whistling Tea Boiling Kettle - Silver,,"UGX 130,100",,,,https://www.jumia.ug/4.3-litre-whistling-tea-boiling-kettle-silver-hoffer-mpg5744944.html,kettles
Pacorater / 2L Electric Kettle / Water Boiler - Multi-color,"UGX 60,000","UGX 33,000",45%,,,https://www.jumia.ug/generic-pacorater-2l-electric-kettle-water-boiler-multi-color-253766590.html,kettles
Electric Stainless Steel Kettle 2Litres - Black,"UGX 29,000","UGX 27,600",5%,3.5,39.0,https://www.jumia.ug/generic-electric-stainless-steel-kettle-2litres-black-8044140.html,kettles
Serving Kettle - Silver,"UGX 35,000","UGX 28,000",20%,,,https://www.jumia.ug/generic-serving-kettle-silver-253120688.html,kettles
Hoffmans Pack Of Original 2.5Ltrs Electric Tea Kettle For Boiling Water Double Wall Hot Water Boiler with Automatic Shut Off & Boil-Dry Protection Plus A  Flat Iron With Non Stick Coating Soleplate And A FREE  3A Voltage Protection TV Guard Adaptor - Multicolor,"UGX 250,000","UGX 97,000",61%,,,https://www.jumia.ug/hoffmans-pack-of-original-2.5ltrs-electric-tea-kettle-for-boiling-water-double-wall-hot-water-boiler-with-automatic-shut-off-boil-dry-protection-plus-a-flat-iron-with-non-stick-coating-soleplate-and-a-free-3a-voltage-protection-tv-guard-adaptor-multicolor-160258615.html,kettles
Scarlet Steam Iron Box And FREE Kettle,"UGX 70,000","UGX 68,000",3%,3.5,2.0,https://www.jumia.ug/scarlet-steam-iron-box-and-free-kettle-115869870.html,kettles
"2L Glass Electric Kettle With LED Blue Light- Transparent, Black","UGX 90,000","UGX 74,000",18%,,,https://www.jumia.ug/generic-2l-glass-electric-kettle-with-led-blue-light-transparent-black-100301528.html,kettles
Marado Original 2.5L Electric Heat Kettle Percolator- Color May Vary,"UGX 105,000","UGX 51,000",51%,3.0,2.0,https://www.jumia.ug/generic-marado-original-2.5l-electric-heat-kettle-percolator-color-may-vary-97135889.html,kettles
Big  Cordless Glass Kettle  Fast Boiling -Transparent,"UGX 89,000","UGX 85,000",4%,4.7,7.0,https://www.jumia.ug/big-cordless-glass-kettle-fast-boiling-transparent-generic-mpg4767522.html,kettles
"Original 2L Electric Kettle, Flat Iron & Single Coil Hotplate - Silver","UGX 200,000","UGX 82,000",59%,2.7,3.0,https://www.jumia.ug/generic-original-2l-electric-kettle-flat-iron-single-coil-hotplate-silver-155288988.html,kettles
